Suburb,Type,Price,BuildingArea,YearBuilt
Malvern East,h,1290000,,
Malvern East,h,2020000,196,1915
Malvern East,u,1211000,99,1970
Malvern East,h,1380000,178,2007
Malvern East,h,1715157,160,2008
Malvern East,t,1510000,225.98,
Malvern East,h,1220000,134,1980
Malvern East,h,1465000,,
Maribyrnong,t,431000,,
Maribyrnong,h,1620000,274,2001
Maribyrnong,h,1190000,205,2015
Melbourne,u,432000,,2001
Melbourne,u,1850000,213,1938
Melbourne,u,333000,41,2010
Melbourne,u,452000,60,2006
Melbourne,u,895000,,
Melbourne,u,275000,52,2000
Melbourne,u,683000,88,2009
Melbourne,u,640000,66,2005
Mont Albert,h,1865000,,
Mont Albert,h,2100000,271,1950
Mont Albert,u,442500,,1960
Mont Albert,h,1587000,,
Mont Albert,h,2365000,,1920
Moonee Ponds,u,296000,,
Moonee Ponds,h,1531000,,
Moonee Ponds,u,439000,70,2005
Moonee Ponds,h,1040000,95,1920
Moonee Ponds,h,1670000,166,1915
Moonee Ponds,h,1940000,228,1920
Moonee Ponds,u,560000,63,2015
Moonee Ponds,h,940000,,
Moonee Ponds,h,1515000,203,1910
Moonee Ponds,h,1100000,,
Moonee Ponds,h,1350000,,
Moonee Ponds,h,2300000,322,1930
Moonee Ponds,h,1302500,,
Moonee Ponds,h,1420200,,
Moonee Ponds,h,970000,85,1900
Moonee Ponds,h,1070000,130,1995
Moonee Ponds,u,542000,82,2004
Moonee Ponds,h,1240000,106,1880
Moonee Ponds,h,955000,246,1910
Moonee Ponds,t,1410000,,
Murrumbeena,h,1656000,199,1940
Murrumbeena,h,707000,92,
Murrumbeena,u,770000,,
Murrumbeena,u,582000,93,2010
Murrumbeena,u,490000,,
Murrumbeena,h,1255000,108,1950
Murrumbeena,u,420500,,
Murrumbeena,u,261000,,1960
Murrumbeena,u,535000,77,1970
Murrumbeena,u,586000,75,2013
Murrumbeena,u,926000,,2008
Newport,h,1230000,146,1925
Newport,h,1560000,235,1940
Newport,h,2000000,,
Newport,h,820000,,
Newport,h,1530000,,
Newport,h,1400000,,
Newport,h,1200000,,
Newport,h,1325500,,
Newport,h,890000,9,
Newport,h,975000,192,2010
Newport,h,1820000,229,1935
Newport,t,900000,128,2017
Newport,h,1410000,,
Newport,h,1700000,,
Newport,h,956000,113,1970
Newport,h,1215000,,
Newport,h,828000,,
Newport,h,1650000,173,1930
Newport,h,2337000,222,1890
Newport,h,1370000,,
Newport,h,1070000,,
Newport,h,1075000,146,1950
Newport,h,1100000,,
Niddrie,h,1312000,,
Niddrie,h,960000,,
Niddrie,h,935000,,
Niddrie,h,810000,139,1955
Niddrie,h,1200000,,
Niddrie,h,850000,,
Niddrie,h,944000,,
Niddrie,u,510000,69,2013
Niddrie,u,325000,58,2015
Niddrie,t,800000,151,2015
Niddrie,h,1450000,,
Niddrie,u,500000,94,2012
Niddrie,h,1405000,,
Northcote,h,1343000,,
Northcote,u,680000,70,2009
Northcote,h,695000,,1975
Northcote,u,420000,,
Northcote,h,1300000,108,1915
Northcote,h,995000,110,2004
Northcote,h,1750000,225,1900
Northcote,h,1822000,,1900
Northcote,u,280000,,1970
Northcote,h,1100000,,
Northcote,h,1610000,,
Northcote,h,970000,,
Northcote,h,970000,,
Northcote,h,2990000,,
Northcote,h,1050000,85,1925
Northcote,h,1290000,,
Northcote,u,471250,,
Northcote,h,1235000,127,1960
Oak Park,t,600000,112,2015
Oak Park,h,955000,,1950
Oak Park,u,601000,90,1990
Oak Park,h,755000,170,2003
Oak Park,h,1400000,,
Oak Park,h,1005000,,
Oak Park,h,860000,,
Oak Park,h,1306000,,
Oak Park,h,1250000,,
Oak Park,u,648000,94,1998
Oakleigh,h,2525000,,
Oakleigh,h,1615000,199,1920
Oakleigh,u,655000,104,1970
Oakleigh,h,1351000,175,1955
Oakleigh,h,1205000,,
Oakleigh,h,676000,,
Oakleigh,h,1145000,,
Oakleigh,h,1600000,213,1950
Oakleigh,h,1840000,222,1900
Ormond,h,1300000,,1927
Ormond,h,2250000,228,1925
Ormond,u,437500,74,1970
Ormond,u,960000,167,1995
Ormond,h,1486000,,
Ormond,t,1425000,189,2000
Ormond,u,311500,,
Parkville,u,835000,,1978
Parkville,h,3970000,,
Parkville,h,2790000,120,1890
Pascoe Vale,h,755000,110,1950
Pascoe Vale,h,750000,,
Pascoe Vale,h,999000,95,1920
Pascoe Vale,h,800000,,
Pascoe Vale,h,800000,131,1970
Pascoe Vale,h,806000,,
Pascoe Vale,h,770000,130,1960
Pascoe Vale,u,496000,,
Pascoe Vale,h,585000,129,2000
Pascoe Vale,t,540000,,
Pascoe Vale,h,708000,94,1950
Pascoe Vale,u,497000,,1970
Pascoe Vale,h,800000,,
Pascoe Vale,h,1395000,,
Pascoe Vale,u,427500,75,1988
Pascoe Vale,t,560000,94,2009
Pascoe Vale,h,1410000,,
Pascoe Vale,t,520000,82,2011
Pascoe Vale,h,1017500,,
Pascoe Vale,h,910000,,
Pascoe Vale,h,958000,166,1950
Pascoe Vale,h,770000,,
Port Melbourne,h,1400000,105,1910
Port Melbourne,u,520000,54,2012
Port Melbourne,h,1332000,,
Port Melbourne,h,801000,90,2012
Port Melbourne,h,2400000,226,1880
Port Melbourne,u,575000,61,2008
Port Melbourne,u,950000,,2005
Port Melbourne,u,730000,,
Port Melbourne,u,1110000,,
Port Melbourne,u,2250000,,
Port Melbourne,h,2700000,156,1900
Port Melbourne,h,1375000,,
Port Melbourne,u,600000,61,2005
Port Melbourne,u,1030000,99,2005
Prahran,h,1251000,,
Prahran,h,1305000,,
Prahran,u,550000,,1900
Prahran,u,645000,84,1920
Prahran,u,550000,69,1976
Prahran,u,410000,,
Prahran,u,690000,,
Prahran,u,630000,59,1970
Prahran,u,685000,87,1965
Prahran,u,570000,,
Prahran,h,860000,54,1905
Prahran,h,880000,,
Prahran,u,475000,,
Prahran,u,888000,,
Preston,u,413000,,2009
Preston,h,1190000,118,1935
Preston,h,2000000,,
Preston,h,1045000,,
Preston,h,1121000,123,1925
Preston,u,715000,,1996
Preston,h,1200000,,
Preston,h,917500,123,1965
Preston,h,770000,,
Preston,h,800000,124,1940
Preston,h,1075000,146,1935
Preston,h,1015000,,
Preston,t,880000,103.6,
Preston,h,1020000,140,
Preston,h,1000000,145,1950
Preston,h,1010000,,
Preston,h,1110000,,1935
Preston,h,800000,,
Preston,h,910000,90,1955
Preston,h,1215000,,
Preston,h,2300000,,
Preston,h,1108000,,1940
Preston,h,801000,,
Preston,h,1010000,,
Preston,h,690000,90,1960
Preston,h,630000,,1955
Preston,h,1100000,124,1950
Preston,h,1055000,,
Preston,u,560000,,
Preston,u,385000,65,2011
Reservoir,h,741000,,
Reservoir,h,725000,,
Reservoir,u,615000,,
Reservoir,u,406000,,
Reservoir,h,1010000,,
Reservoir,h,852000,,
Reservoir,h,595000,116,1970
Reservoir,h,665000,,
Reservoir,u,631000,,
Reservoir,h,905000,142,1965
Reservoir,h,845000,100,1960
Reservoir,t,815000,1,2012
Reservoir,h,770000,213,1970
Reservoir,h,935000,,
Reservoir,h,610000,102,1960
Reservoir,h,678500,,
Reservoir,h,861500,100,1940
Reservoir,h,801000,115,1950
Reservoir,h,1150000,,
Reservoir,h,760000,,
Reservoir,u,490000,85,2009
Reservoir,h,605000,112,1950
Reservoir,t,652000,93,2007
Reservoir,t,615000,,
Reservoir,u,407000,,
Reservoir,h,930000,,
Reservoir,t,741000,120,
Reservoir,h,375000,67,1980
Reservoir,h,1005000,,
Reservoir,h,800000,,
Reservoir,u,395000,,1990
Reservoir,h,1025000,,
Reservoir,u,505000,1,1960
Richmond,h,950000,,
Richmond,h,1110000,,
Richmond,t,950000,118,2012
Richmond,u,1226000,99,1996
Richmond,u,500000,,
Richmond,h,1214000,106,1900
Richmond,u,370000,,2011
Richmond,u,790000,90,1999
Richmond,h,1400000,,
Richmond,u,500000,,2012
Richmond,t,1090000,137,2002
Richmond,h,1785000,115,1958
Richmond,u,560000,65,2008
Richmond,u,690000,,2010
Richmond,h,1050000,63.7,1900
Richmond,h,2060000,,
Richmond,h,860000,,
Richmond,t,1052000,100,2010
Richmond,h,3000000,204,2011
Richmond,h,1330000,95,1900
Richmond,u,630000,,2011
Richmond,h,1210000,,
Richmond,h,911000,77,1900
Richmond,h,1590000,,
Rosanna,h,1380000,,
Rosanna,h,1150000,,
Rosanna,h,1160000,,
Rosanna,u,615000,105,1980
Rosanna,h,940000,,
Seddon,h,665000,80,1900
Seddon,h,950000,,1920
Seddon,h,1085000,,
Seddon,h,847000,,
Seddon,h,785000,,
South Melbourne,h,2240000,168,1900
South Melbourne,h,2050000,,
South Melbourne,u,460000,42,1970
South Melbourne,u,650000,2,1900
South Melbourne,t,1100000,75,2004
South Melbourne,h,1820000,105,1910
South Melbourne,h,1780000,,
South Melbourne,h,1024000,,1880
South Melbourne,u,680000,110.87,2003
South Melbourne,h,1150000,,1970
South Melbourne,u,710000,150,2001
South Yarra,u,1320000,15,
South Yarra,u,537000,,2000
South Yarra,u,800000,,2000
South Yarra,u,410000,,
South Yarra,u,499000,,1970
South Yarra,h,1214000,82,1900
South Yarra,u,485000,73,1970
South Yarra,u,920000,,1970
South Yarra,u,615000,,
South Yarra,u,642000,,
South Yarra,t,3475000,,
South Yarra,h,1710000,145,1880
South Yarra,u,851000,,
South Yarra,t,2030000,,
South Yarra,h,1405000,,
South Yarra,u,850000,,2000
South Yarra,u,792500,106,1970
South Yarra,u,390500,46,1960
South Yarra,u,2050000,,
South Yarra,u,595000,,
St Kilda,u,346000,,
St Kilda,u,520000,,1970
St Kilda,u,320000,,
St Kilda,u,610500,84,2006
St Kilda,u,350000,,1968
St Kilda,h,1120000,74,1930
St Kilda,t,1077000,98,1890
St Kilda,h,1301000,97,1910
St Kilda,h,1440000,112,1890
St Kilda,u,680000,,
St Kilda,h,1361000,,
St Kilda,u,1000000,115,1930
St Kilda,u,902000,,
St Kilda,u,1190000,140,1955
St Kilda,h,920000,,
St Kilda,u,482000,54,2004
St Kilda,h,2260000,,
Strathmore,h,810000,137,1960
Strathmore,h,1021000,183,2014
Strathmore,t,925000,293,
Strathmore,h,910000,204,1965
Strathmore,h,900000,,
Strathmore,h,995000,,1940
Strathmore,h,1150000,,
Sunshine,h,940000,190,1950
Sunshine,h,726000,95,1950
Sunshine,h,950000,,
Sunshine,h,760000,,
Sunshine,h,990000,189,1950
Sunshine,h,651500,,
Sunshine,h,970000,,
Sunshine,h,841000,,1960
Sunshine,h,710000,93.84,1950
Sunshine,h,840000,108,1930
Sunshine,h,660000,,
Sunshine,h,692000,,
Sunshine North,h,830000,,
Sunshine North,h,600000,,
Sunshine North,h,718000,,
Sunshine North,h,775000,147,1980
Sunshine North,h,490000,145,1960
Sunshine West,h,716000,120,1975
Sunshine West,h,511000,,
Sunshine West,h,515000,159,2006
Sunshine West,h,530000,119,1970
Sunshine West,h,685000,184,1967
Sunshine West,h,700000,,
Sunshine West,t,521000,124.45,2008
Sunshine West,h,571000,100,1950
Sunshine West,h,710000,,
Surrey Hills,u,682000,,
Surrey Hills,u,825000,85,1970
Surrey Hills,h,1525000,195,2013
Surrey Hills,h,1260000,124,1910
Surrey Hills,h,2360000,265,1930
Surrey Hills,h,1250000,96,1980
Surrey Hills,h,1490000,,
Surrey Hills,h,1600000,186,1886
Surrey Hills,h,1652000,150,
Surrey Hills,h,2370000,300,1900
Templestowe Lower,t,940000,,2011
Templestowe Lower,h,1503500,,
Templestowe Lower,t,950000,,
Templestowe Lower,h,1370000,,
Templestowe Lower,h,1181000,,
Templestowe Lower,h,1385000,,
Templestowe Lower,h,1180000,,
Templestowe Lower,h,1302000,,
Templestowe Lower,h,1775000,,
Thornbury,h,1750000,,
Thornbury,h,1345000,,
Thornbury,h,1080000,,
Thornbury,h,1195000,131,1930
Thornbury,u,716000,87,1995
Thornbury,t,865000,,2000
Thornbury,u,462000,,1970
Thornbury,h,1100000,,
Thornbury,h,1635000,,
Thornbury,t,998000,166,2001
Thornbury,u,600000,59,1960
Thornbury,h,1346000,130,1918
Thornbury,h,1130000,,
Thornbury,h,1275000,115,1950
Thornbury,h,1200000,,
Thornbury,h,915000,,
Thornbury,u,300000,,1970
Thornbury,u,880000,117,1995
Thornbury,t,960000,133,2007
Thornbury,h,1260000,96,1910
Thornbury,h,1100000,132,1930
Viewbank,h,810000,,
Viewbank,h,1140000,,
Viewbank,h,1003000,,
Viewbank,h,1155000,217,1950
Watsonia,h,880000,,
Watsonia,h,826000,132,1970
Watsonia,h,952000,,
Watsonia,h,677500,,
Watsonia,h,761000,123,1956
Watsonia,h,715000,,
Watsonia,h,932500,180,1950
Watsonia,h,895000,,
West Footscray,h,1435000,244,1915
West Footscray,h,470000,77,1975
West Footscray,h,502000,79,2011
West Footscray,u,580000,104,1930
West Footscray,u,375000,,1982
West Footscray,h,650000,,1950
West Footscray,t,815000,3,
West Footscray,h,970000,143,1940
West Footscray,h,1325000,188,1930
West Footscray,h,890000,,
West Footscray,h,900000,,
West Footscray,u,266000,65,1970
West Footscray,h,830000,,
West Footscray,h,888000,113.81,1945
West Footscray,h,1040000,,
West Footscray,u,490000,,
West Footscray,h,935000,102,1925
West Footscray,h,975000,,
West Footscray,u,185000,,
Williamstown,h,2165000,190,1910
Williamstown,h,1245000,117,1980
Williamstown,h,2075000,229,2009
Williamstown,u,543000,78,1974
Williamstown,h,1150000,120,1900
Williamstown,h,1290000,,
Williamstown,h,1000000,,
Williamstown,h,2040000,288,1997
Williamstown,h,1412000,,
Williamstown,u,465000,78,1970
Williamstown,h,855000,,
Williamstown,u,550000,65,1990
Williamstown,u,490000,,
Williamstown,h,1200000,191,2006
Williamstown,h,1330000,,
Williamstown,h,1500000,,
Williamstown,h,1630000,,
Yarraville,h,935000,,
Yarraville,h,990000,119,1940
Yarraville,h,950000,,
Yarraville,h,1196000,,
Yarraville,h,470000,,1965
Yarraville,h,1131500,,
Yarraville,h,2035000,201,1890
Yarraville,h,935000,98,1970
Yarraville,h,892000,106.76,1940
Yarraville,h,985500,139,1977
Yarraville,u,650000,92,1985
Yarraville,t,1070000,,2012
Yarraville,u,397000,68,1975
Yarraville,h,1035000,,
Yarraville,h,1370000,,
Yarraville,h,650000,81,1960
Yarraville,h,820000,,
Yarraville,h,750000,126,1980
Yarraville,u,497600,,
Yarraville,h,970000,135,1930
Yarraville,h,1256000,111,1940
Yarraville,t,1120000,170,2012
Yarraville,h,1425000,220,2007
Yarraville,h,872500,85,1920
Yarraville,h,1455000,140,1920
Yarraville,u,331000,54,1970
Yarraville,h,950000,210.68,2002
Abbotsford,h,1000000,98,1900
Abbotsford,u,870000,86,2013
Abbotsford,h,1050000,128,1890
Abbotsford,h,1242000,98,1940
Abbotsford,h,1165000,114,1888
Airport West,h,872500,,1950
Airport West,h,720000,136,2008
Airport West,h,985000,,
Airport West,h,510000,217,1960
Airport West,u,480000,92,2009
Albion,h,800000,128,1951
Albion,u,420000,88,1970
Albion,h,700000,,
Albion,u,580000,129,2013
Albion,u,200000,35,1970
Albion,h,621000,140,
Albion,u,600000,129,2000
Altona,h,840000,,
Altona,h,1480000,201,1980
Altona,t,600000,,
Altona,t,597500,,2009
Altona,h,1165000,,
Altona,h,1295000,,
Ashburton,h,1450000,,
Ashburton,u,925000,,
Ashburton,h,2220000,244,2016
Ashburton,h,1912500,,
Ashburton,h,2085000,,
Balwyn,h,1380000,,
Balwyn,u,825000,,
Balwyn,h,1670000,,
Balwyn,t,1680000,178,2005
Brooklyn,h,1005000,156,1950
Carlton,u,1520000,,1993
Carlton,t,960000,90,1860
Carlton,u,995000,110,2000
Carlton,u,490000,51,2009
Carlton,u,500000,,
Eaglemont,h,1750000,217,1956
Eaglemont,h,2710000,,1930
East Melbourne,u,503000,,
East Melbourne,u,810000,,
East Melbourne,h,4275000,,1970
Elsternwick,u,385000,,
Elsternwick,t,850000,145,1995
Elsternwick,u,740000,97,1960
Elsternwick,h,1940000,,1912
Elsternwick,u,595000,,
Elsternwick,u,632500,76,1968
Elwood,u,687000,,1970
Elwood,u,1260000,125,2008
Elwood,u,695000,,1970
Elwood,u,950000,,
Elwood,u,360000,39.5,1959
Elwood,h,1875000,,
Elwood,u,642000,,1960
Elwood,h,1520000,138,1900
Elwood,h,2275000,,1910
Elwood,u,800000,92,2001
Elwood,u,500000,76,1960
Elwood,u,490000,53,2002
Essendon North,h,1291000,157,1945
Essendon North,t,810000,,
Essendon North,u,415500,,1970
Fitzroy,t,1100000,136,1990
Fitzroy,t,1350000,117,1999
Fitzroy,u,600000,,
Fitzroy,h,1350000,110,1900
Fitzroy,h,2725000,,
Fitzroy,t,1050000,,2000
Fitzroy,h,1326000,,2006
Fitzroy,h,1200000,,1900
Fitzroy,u,681500,,
Gowanbrae,h,680000,168,2010
Gowanbrae,h,741000,,
Gowanbrae,h,990000,170,2003
Gowanbrae,h,970000,265,2010
Jacana,h,485000,105.23,1970
Jacana,h,618000,,
Keilor Park,u,616000,,
Keilor Park,h,773000,150,1980
Kensington,u,355000,,
Kensington,t,425000,46,2000
Kensington,u,535000,70,2012
Kensington,u,500000,86,2000
Kensington,u,525000,73,2011
Kensington,h,1110000,,
Kensington,t,917500,101,1997
Kensington,u,730000,,2012
Kensington,t,811000,,
Kensington,h,1190000,,
Kensington,h,903000,,
Kensington,h,902500,125,2003
Kensington,h,1817000,,
Kensington,u,528000,,1975
Kensington,h,1000000,,
Kensington,u,380000,,
Kensington,h,1817000,,
Middle Park,h,1420000,,
Middle Park,h,1335000,,1900
Middle Park,h,1300000,80,1900
Middle Park,h,2860000,,
Middle Park,h,1630000,,
Middle Park,h,2250000,146,1890
Moorabbin,h,1035000,,
Moorabbin,h,1321000,,1956
Moorabbin,t,742500,101,2001
Moorabbin,h,860000,104,1970
North Melbourne,h,2161000,245,1900
North Melbourne,h,1485000,95,1968
North Melbourne,h,940000,65,1890
Oakleigh South,h,770000,132,1960
Oakleigh South,h,985100,,1950
Oakleigh South,h,1410000,161,1950
Oakleigh South,u,815000,,
Oakleigh South,h,1042500,146,1950
South Kingsville,t,815000,,
South Kingsville,u,321000,,1970
South Kingsville,h,995000,,
South Kingsville,h,1290000,,
South Kingsville,u,300000,,1970
Southbank,u,505000,,
Southbank,u,595000,75,1998
Southbank,u,580000,79,1995
Southbank,u,580000,70,1994
Spotswood,h,1320000,,
Spotswood,u,380000,37,1980
Spotswood,h,1100000,115,1900
Spotswood,u,660000,120,2003
Toorak,u,867000,,
Toorak,u,552000,,
Toorak,u,655000,105,1960
Toorak,u,840000,94,1940
Toorak,u,1010000,119,1990
Toorak,u,650000,,
Toorak,h,2400000,,1950
Toorak,h,3600000,,
Toorak,u,750000,,1970
Toorak,u,247500,,
Toorak,t,1320000,131,1970
Toorak,u,922500,,1980
Toorak,u,760000,,
Williamstown North,u,546000,,1979
Williamstown North,t,670000,141,2001
Williamstown North,h,1070000,249,2003
Williamstown North,h,1575000,160,1950
Williamstown North,h,1520000,,
Williamstown North,t,720000,141,2001
Williamstown North,h,1045000,159,1990
Windsor,u,585000,79,1965
Windsor,u,690000,,
Windsor,u,854000,90,1945
Windsor,h,900000,,1930
Windsor,u,350000,48,1975
Yallambie,h,721500,,
Yallambie,h,1060000,232,1960
Yallambie,h,984000,,
Balaclava,u,450000,50,1960
Balaclava,u,490000,,
Balaclava,u,440000,,1940
Essendon West,h,1406000,,
Essendon West,h,1305000,,
Kingsbury,u,488000,150,1961
West Melbourne,h,1750000,,1870
West Melbourne,t,1013000,130,2010
West Melbourne,t,1171000,,
West Melbourne,h,1053000,,1880
West Melbourne,u,295000,,2013
Campbellfield,h,445000,,
Travancore,u,360000,51,2010
Airport West,h,640000,101.37,1960
Airport West,h,961000,,1950
Albert Park,h,1535000,,1900
Albion,h,570000,142,1920
Alphington,h,2345000,,
Altona North,h,900000,110,1960
Armadale,h,5200000,,
Ashwood,h,1225000,,
Avondale Heights,u,622000,,
Avondale Heights,h,825000,,
Balwyn,h,1475000,,
Balwyn North,h,2160000,,
Balwyn North,t,1050000,,
Balwyn North,h,1275000,127,1965
Bayswater,t,640000,125,2010
Bayswater North,u,500000,,1970
Beaumaris,h,1221000,,1925
Beaumaris,h,1823000,,
Beaumaris,h,2000000,,
Bentleigh,h,1365000,,
Bentleigh,h,1045000,114,1970
Bentleigh East,h,1220000,188,1950
Berwick,h,627500,,
Boronia,h,642000,,
Briar Hill,h,840000,120,2000
Brighton,h,2650000,219,1910
Brighton,u,380000,46,2000
Brighton,h,3250000,,
Brighton East,t,1731000,239,2001
Broadmeadows,t,465000,123.21,2010
Broadmeadows,h,518500,110,1999
Brunswick,u,692000,,
Brunswick East,h,1305000,,
Brunswick West,h,1100000,,
Brunswick West,h,573000,,1970
Bulleen,h,1060000,,
Bundoora,h,805000,,
Bundoora,h,682000,,
Burnside Heights,h,535000,230,2005
Burwood East,h,1088000,140.7481,
Burwood East,h,1180000,,
Cairnlea,h,630000,145,2007
Camberwell,u,677000,76,1975
Camberwell,u,670000,,
Camberwell,t,1320000,223,2006
Canterbury,u,816000,86.5,2015
Carlton,u,350000,30.6,1970
Carlton,u,620000,,2013
Carlton,h,1760000,,
Caroline Springs,h,545000,,
Caulfield South,u,1091500,,
Cheltenham,h,1140000,,
Cheltenham,t,950000,149,2013
Cheltenham,u,425000,,
Cheltenham,h,1116000,,
Clifton Hill,u,1030000,,1995
Coburg,h,900000,100,1920
Coburg,h,922000,80,1960
Coburg,h,1077000,,
Coburg North,h,805000,,
Craigieburn,h,665000,236,2007
Craigieburn,h,515500,117,1990
Craigieburn,h,660000,225.5,2014
Cranbourne,h,572000,,
Croydon,h,932000,225,1970
Croydon,h,570000,110,1994
Croydon,h,875000,,
Dandenong,u,348000,,
Dandenong North,h,627000,120,1970
Dandenong North,h,760000,,
Diamond Creek,h,621000,61,1939
Dingley Village,u,612000,,1975
Doncaster,t,840000,,
Doncaster East,h,1856000,322,1970
Donvale,h,2705000,409.54,2004
Doreen,h,530500,179,2012
Eltham,h,975000,,
Eltham,h,805000,127,1979
Epping,h,940000,364,2012
Epping,u,437000,109,2000
Epping,h,660000,,
Essendon,h,1325000,,
Essendon,u,310000,,
Essendon,t,864000,3,
Essendon,u,291000,47,1970
Essendon West,h,750000,114,2000
Essendon West,h,2200000,291,2016
Fairfield,h,1550000,,
Fawkner,h,720000,,
Fitzroy North,h,1350000,79,1900
Fitzroy North,h,1852000,125,1900
Fitzroy North,h,1100000,,
Footscray,u,170000,26,2013
Forest Hill,h,1372000,,1970
Forest Hill,t,850500,,
Frankston,h,640000,,
Frankston North,h,611000,109,1960
Frankston South,h,755000,174,1960
Gisborne,h,521000,144,1980
Gladstone Park,h,625000,,
Glen Iris,h,1910000,,
Glen Iris,u,500000,76,1965
Glen Iris,u,523000,,
Glenroy,t,525000,133,2011
Glenroy,h,847000,,
Greensborough,h,990000,,
Greensborough,u,695000,107,2000
Hadfield,u,500000,,
Hallam,h,662500,,
Hampton,u,1210000,152,2010
Hampton East,h,1140000,204,
Hawthorn,u,395000,,
Hawthorn,u,1000000,90,1940
Hawthorn,u,450000,,
Hawthorn,h,2900000,156,1890
Hawthorn,u,450000,71,1965
Healesville,h,650000,156.6,2009
Heidelberg Heights,h,790000,,
Heidelberg Heights,h,780000,,
Heidelberg West,h,726500,95,1950
Heidelberg West,h,710000,,
Highett,u,645000,64,1970
Hillside,h,650500,213,2007
Huntingdale,h,750000,87,2005
Jacana,h,650000,181,1960
Jacana,t,390000,89,1995
Keilor Downs,h,810000,,
Keilor Downs,h,735000,180,1979
Keilor East,t,520000,62,2014
Keilor Lodge,h,640000,,1987
Kensington,t,967000,120,1999
Kensington,h,850000,,
Kensington,t,500000,,
Kensington,u,535000,70,2011
Kew,h,758000,,
Kew East,u,862000,72,1970
Keysborough,h,965000,,
Keysborough,h,761000,170,1970
Kings Park,h,520000,,
Kings Park,h,530000,112,1975
Kingsville,h,1020000,,
Kingsville,u,210000,,
Lalor,h,750000,205,2008
Lalor,h,635000,,
Lalor,u,410000,,
Lalor,h,675000,,
Lower Plenty,h,880000,,
Maidstone,u,280000,55,2009
Maidstone,t,520000,,
Maidstone,t,895000,153,2004
Malvern East,h,2110000,,
Maribyrnong,h,1050000,,
Melton,h,320000,200,1986
Melton,h,480000,100,1980
Mernda,h,670000,221,2012
Mernda,h,520500,,
Mill Park,u,460000,88,2000
Mill Park,h,610000,,
Mitcham,h,950000,138,1975
Mitcham,t,970000,146,2016
Mont Albert,h,2200000,,
Mont Albert,h,2320000,,
Montmorency,h,655000,128,1970
Montmorency,h,960000,,
Moonee Ponds,h,1810000,,1894
Moonee Ponds,h,1020000,,
Moonee Ponds,h,1250000,,
Moorabbin,h,1175000,,
Mordialloc,h,800000,,
Mordialloc,h,1225000,,
Mount Waverley,h,1205000,143,1960
Mount Waverley,h,1720000,,
Mount Waverley,h,1600000,,
Mount Waverley,h,944000,,
Mount Waverley,h,1385000,167,1970
Mount Waverley,h,2000000,181,1965
Narre Warren,h,650000,,
Narre Warren,h,655000,,1972
Newport,h,710000,121,2011
Newport,h,1330000,,
North Melbourne,u,550000,,
North Melbourne,h,962000,2,
